;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN;timestamp
2010-06-15;0.8157937673;0.6787404144;1.1419481155;1.2258;0.832;1.3998;1.4733173077;1.2019230769;1.6824519231;0.8756965281;0.7143877697;0.5943706244;3.3230543319;4.0734;4.8959134615;2.909987141;2010-06-15
2010-06-16;0.8145312373;0.6767532785;1.1312209823;1.2277;0.83085;1.3888;1.4776433773;1.2035866883;1.6715411928;0.884000576;0.7200460829;0.598250288;3.3334690885;4.0925;4.925678522;2.9467885945;2010-06-16
2010-06-17;0.8088651622;0.6753215239;1.1144544204;1.2363;0.8349;1.3778;1.4807761409;1.1977482333;1.6502575159;0.8973000435;0.7257947452;0.6059660328;3.296610855;4.0756;4.8815426997;2.9580490637;2010-06-17
2010-06-18;0.808276754;0.6754768833;1.1109763983;1.2372;0.8357;1.3745;1.480435563;1.1966016513;1.6447289697;0.9001091306;0.7275372863;0.6080029101;3.2876656967;4.0675;4.8671772167;2.959257912;2010-06-18
2010-06-19;0.808276754;0.6754768833;1.1109763983;1.2372;0.8357;1.3745;1.480435563;1.1966016513;1.6447289697;0.9001091306;0.7275372863;0.6080029101;3.2876656967;4.0675;4.8671772167;2.959257912;2010-06-19
2010-06-20;0.808276754;0.6754768833;1.1109763983;1.2372;0.8357;1.3745;1.480435563;1.1966016513;1.6447289697;0.9001091306;0.7275372863;0.6080029101;3.2876656967;4.0675;4.8671772167;2.959257912;2010-06-20
2010-06-21;0.8070373658;0.6731498668;1.1087079332;1.2391;0.8341;1.3738;1.485553291;1.1988970147;1.6470447189;0.9019507934;0.7279079924;0.6071480565;3.2588168832;4.038;4.8411461455;2.9392924734;2010-06-21
2010-06-22;0.8157937673;0.680372002;1.1112742699;1.2258;0.834;1.3622;1.4697841727;1.1990407674;1.6333333333;0.8998678608;0.7341065923;0.612244898;3.3122042748;4.0601;4.8682254197;2.9805461753;2010-06-22
2010-06-23;0.8149295086;0.6706054926;1.1092005542;1.2271;0.8229;1.3611;1.491189695;1.2152144854;1.654028436;0.9015502167;0.7346998751;0.6045845272;3.3136663679;4.0662;4.9413051404;2.9874366321;2010-06-23
2010-06-24;0.8155276464;0.6675093786;1.1054477247;1.2262;0.8185;1.3555;1.498106292;1.2217470984;1.6560781918;0.9046108447;0.7377351531;0.6038362228;3.3605447725;4.1207;5.0344532682;3.0399852453;2010-06-24
2010-06-25;0.813404913;0.6699202863;1.1007808687;1.2294;0.8236;1.3533;1.4927149102;1.2141816416;1.6431520155;0.9084460208;0.7389344565;0.6085864184;3.3540751586;4.1235;5.006677999;3.0469962314;2010-06-25
2010-06-26;0.813404913;0.6699202863;1.1007808687;1.2294;0.8236;1.3533;1.4927149102;1.2141816416;1.6431520155;0.9084460208;0.7389344565;0.6085864184;3.3540751586;4.1235;5.006677999;3.0469962314;2010-06-26
2010-06-27;0.813404913;0.6699202863;1.1007808687;1.2294;0.8236;1.3533;1.4927149102;1.2141816416;1.6431520155;0.9084460208;0.7389344565;0.6085864184;3.3540751586;4.1235;5.006677999;3.0469962314;2010-06-27
2010-06-28;0.8104384472;0.6645595267;1.0849339493;1.2339;0.82;1.3387;1.5047560976;1.2195121951;1.6325609756;0.9217150967;0.7469933518;0.6125345484;3.3488937515;4.1322;5.0392682927;3.0867259281;2010-06-28
2010-06-29;0.8198065257;0.6643712084;1.0868994917;1.2198;0.8104;1.3258;1.5051826259;1.233958539;1.635982231;0.9200482727;0.7542615779;0.6112535827;3.4106410887;4.1603;5.1336377098;3.1379544426;2010-06-29
2010-06-30;0.8149295086;0.6661641268;1.0824708663;1.2271;0.81745;1.3283;1.5011315677;1.2233164108;1.6249311885;0.9238123918;0.7528419785;0.6154106753;3.3795126722;4.147;5.0730931555;3.1220356847;2010-06-30
2010-07-01;0.8111615834;0.6668964958;1.0689487346;1.2328;0.82215;1.3178;1.4994830627;1.2163230554;1.6028705224;0.9354985582;0.7588404917;0.6238807103;3.3882219338;4.177;5.0805814024;3.169676734;2010-07-01
2010-07-02;0.7969397514;0.6576346828;1.0659866114;1.2548;0.8252;1.3376;1.5206010664;1.2118274358;1.6209403781;0.9380980861;0.7476076555;0.6169258373;3.310886197;4.1545;5.0345370819;3.1059360048;2010-07-02
2010-07-03;0.7969397514;0.6576346828;1.0659866114;1.2548;0.8252;1.3376;1.5206010664;1.2118274358;1.6209403781;0.9380980861;0.7476076555;0.6169258373;3.310886197;4.1545;5.0345370819;3.1059360048;2010-07-03
2010-07-04;0.7969397514;0.6576346828;1.0659866114;1.2548;0.8252;1.3376;1.5206010664;1.2118274358;1.6209403781;0.9380980861;0.7476076555;0.6169258373;3.310886197;4.1545;5.0345370819;3.1059360048;2010-07-04
2010-07-05;0.7980209081;0.6603623015;1.0633628601;1.2531;0.8275;1.3325;1.5143202417;1.2084592145;1.6102719033;0.940412758;0.7504690432;0.6210131332;3.2932726837;4.1268;4.9870694864;3.0970356473;2010-07-05
2010-07-06;0.7949757532;0.6594323873;1.0631210748;1.2579;0.8295;1.3373;1.5164556962;1.2055455093;1.6121760096;0.9406266358;0.7477753683;0.620279668;3.2601160665;4.1009;4.9438215793;3.0665520078;2010-07-06
2010-07-07;0.7957348611;0.661971831;1.0592822472;1.2567;0.8319;1.3312;1.5106382979;1.2020675562;1.6001923308;0.9440354567;0.7512019231;0.6249248798;3.2800190976;4.122;4.9549224666;3.0964543269;2010-07-07
2010-07-08;0.7898894155;0.6600315956;1.0522116904;1.266;0.8356;1.3321;1.5150789852;1.196744854;1.59418382;0.9503791007;0.7506943923;0.6272802342;3.2219589258;4.079;4.8815222595;3.0620824262;2010-07-08
2010-07-09;0.7913270555;0.6615494184;1.0549180976;1.2637;0.836;1.3331;1.5116028708;1.1961722488;1.5946172249;0.9479408897;0.750131273;0.6271097442;3.2206219831;4.0699;4.8683014354;3.0529592679;2010-07-09
2010-07-10;0.7913270555;0.6615494184;1.0549180976;1.2637;0.836;1.3331;1.5116028708;1.1961722488;1.5946172249;0.9479408897;0.750131273;0.6271097442;3.2206219831;4.0699;4.8683014354;3.0529592679;2010-07-10
2010-07-11;0.7913270555;0.6615494184;1.0549180976;1.2637;0.836;1.3331;1.5116028708;1.1961722488;1.5946172249;0.9479408897;0.750131273;0.6271097442;3.2206219831;4.0699;4.8683014354;3.0529592679;2010-07-11
2010-07-12;0.7954183901;0.6652083996;1.0618040089;1.2572;0.8363;1.3349;1.5032882937;1.1957431544;1.5961975368;0.9417933928;0.7491197843;0.6264888756;3.2429207763;4.077;4.8750448404;3.0541613604;2010-07-12
2010-07-13;0.7956082425;0.6617869361;1.061102713;1.2569;0.8318;1.3337;1.511060351;1.2022120702;1.603390238;0.9424158356;0.7497938067;0.6236784884;3.2419444665;4.0748;4.8987737437;3.0552598036;2010-07-13
2010-07-14;0.7872156184;0.6567739904;1.0570731323;1.2703;0.8343;1.3428;1.5225937912;1.1986096128;1.6094929881;0.9460083408;0.744712541;0.6213136729;3.2009761474;4.0662;4.8737864078;3.028150134;2010-07-14
2010-07-15;0.7795447459;0.6514265669;1.046149049;1.2828;0.83565;1.342;1.535092443;1.1966732484;1.6059354993;0.9558867362;0.7451564829;0.6226900149;3.165575304;4.0608;4.859450727;3.0259314456;2010-07-15
2010-07-16;0.7692307692;0.6502692308;1.0417692308;1.3;0.84535;1.3543;1.5378245697;1.1829419767;1.602058319;0.9599054862;0.7383888356;0.6241970021;3.1472307692;4.0914;4.8398888035;3.0210440818;2010-07-16
2010-07-17;0.7692307692;0.6502692308;1.0417692308;1.3;0.84535;1.3543;1.5378245697;1.1829419767;1.602058319;0.9599054862;0.7383888356;0.6241970021;3.1472307692;4.0914;4.8398888035;3.0210440818;2010-07-17
2010-07-18;0.7692307692;0.6502692308;1.0417692308;1.3;0.84535;1.3543;1.5378245697;1.1829419767;1.602058319;0.9599054862;0.7383888356;0.6241970021;3.1472307692;4.0914;4.8398888035;3.0210440818;2010-07-18
2010-07-19;0.7717835919;0.654704021;1.0527128193;1.2957;0.8483;1.364;1.5274077567;1.1788282447;1.6079217258;0.9499266862;0.7331378299;0.6219208211;3.1868488076;4.1292;4.8676175881;3.0272727273;2010-07-19
2010-07-20;0.7785736531;0.6598022423;1.0539551542;1.2844;0.84745;1.3537;1.5156056405;1.1800106201;1.5973803764;0.9488069735;0.7387161114;0.6260249686;3.2197134849;4.1354;4.8798159183;3.0548866071;2010-07-20
2010-07-21;0.7802137786;0.6549504564;1.0486073184;1.2817;0.83945;1.344;1.5268330454;1.1912561796;1.6010483054;0.9536458333;0.744047619;0.6245907738;3.1977841929;4.0986;4.8824825779;3.0495535714;2010-07-21
2010-07-22;0.7782101167;0.6558754864;1.0442023346;1.285;0.8428;1.3418;1.5246796393;1.1865211201;1.5920740389;0.9576688031;0.7452675511;0.628111492;3.1886381323;4.0974;4.8616516374;3.0536592637;2010-07-22
2010-07-23;0.775374118;0.6491432116;1.0458246104;1.2897;0.8372;1.3488;1.5404921166;1.1944577162;1.6110845676;0.956183274;0.7413997628;0.6206998814;3.1557726603;4.07;4.8614429049;3.0174970344;2010-07-23
2010-07-24;0.775374118;0.6491432116;1.0458246104;1.2897;0.8372;1.3488;1.5404921166;1.1944577162;1.6110845676;0.956183274;0.7413997628;0.6206998814;3.1557726603;4.07;4.8614429049;3.0174970344;2010-07-24
2010-07-25;0.775374118;0.6491432116;1.0458246104;1.2897;0.8372;1.3488;1.5404921166;1.1944577162;1.6110845676;0.956183274;0.7413997628;0.6206998814;3.1557726603;4.07;4.8614429049;3.0174970344;2010-07-25
2010-07-26;0.7733353956;0.6451550537;1.0497254659;1.2931;0.83425;1.3574;1.5500149835;1.1986814504;1.6270902008;0.952630028;0.7367025195;0.6145940769;3.1206403217;4.0353;4.8370392568;2.972815677;2010-07-26
2010-07-27;0.7672830507;0.6431366531;1.0569324024;1.3033;0.8382;1.3775;1.5548795037;1.1930326891;1.6434025292;0.9461343013;0.7259528131;0.6084936479;3.0725849766;4.0045;4.7774994035;2.9070780399;2010-07-27
2010-07-28;0.7697044335;0.6418950123;1.0591133005;1.2992;0.83395;1.376;1.5578871635;1.1991126566;1.6499790155;0.9441860465;0.726744186;0.606068314;3.084205665;4.007;4.8048444151;2.9120639535;2010-07-28
2010-07-29;0.765169485;0.6402173081;1.0452215166;1.3069;0.8367;1.366;1.5619696426;1.1951715071;1.6326042787;0.9567349927;0.7320644217;0.6125183016;3.0637386181;4.004;4.7854667145;2.9311859444;2010-07-29
2010-07-30;0.7675775253;0.6408504759;1.039376727;1.3028;0.8349;1.3541;1.5604263984;1.1977482333;1.6218708827;0.962115058;0.7384978953;0.6165718928;3.0768345103;4.0085;4.8011737933;2.9602688132;2010-07-30
2010-07-31;0.7675775253;0.6408504759;1.039376727;1.3028;0.8349;1.3541;1.5604263984;1.1977482333;1.6218708827;0.962115058;0.7384978953;0.6165718928;3.0768345103;4.0085;4.8011737933;2.9602688132;2010-07-31
2010-08-01;0.7675775253;0.6408504759;1.039376727;1.3028;0.8349;1.3541;1.5604263984;1.1977482333;1.6218708827;0.962115058;0.7384978953;0.6165718928;3.0768345103;4.0085;4.8011737933;2.9602688132;2010-08-01
2010-08-02;0.764935363;0.6318366098;1.0449017058;1.3073;0.826;1.366;1.5826876513;1.210653753;1.6537530266;0.9570278184;0.7320644217;0.6046852123;3.0513271629;3.989;4.8292978208;2.920204978;2010-08-02
2010-08-03;0.7563724378;0.6276378489;1.0371378867;1.3221;0.8298;1.3712;1.5932754881;1.205109665;1.6524463726;0.9641919487;0.7292882147;0.6051633606;3.0227668104;3.9964;4.8161002651;2.9145274212;2010-08-03
