timestamp;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN
12.03.2019;0.88691796;0.7640354770000001;1.008337029;1.1275;0.86145;1.1369;1.308839747;1.160833478;1.319751582;0.9917319029999999;0.8795848359999999;0.757718357;3.8132150780000003;4.2994;4.9908874569999995;3.781687044
13.03.2019;0.884720871;0.759798284;1.006193046;1.1303;0.8588;1.1373;1.3161387979999999;1.1644154629999999;1.324289707;0.993845072;0.8792754770000001;0.75512178;3.803680439;4.2993;5.006171402;3.780269058
14.03.2019;0.8853474990000001;0.754563966;1.004957946;1.1295;0.8522799999999999;1.1351;1.325268691;1.173323321;1.3318393020000001;0.995066514;0.880979649;0.7508413359999999;3.809827357;4.3032;5.049044915;3.7910316269999997
15.03.2019;0.884329678;0.755350195;1.004598514;1.1308;0.85415;1.136;1.323889247;1.170754551;1.32997717;0.995422535;0.88028169;0.751892606;3.8069508310000004;4.3049;5.039981268;3.789524648
16.03.2019;0.884329678;0.755350195;1.004598514;1.1308;0.85415;1.136;1.323889247;1.170754551;1.32997717;0.995422535;0.88028169;0.751892606;3.8069508310000004;4.3049;5.039981268;3.789524648
17.03.2019;0.884329678;0.755350195;1.004598514;1.1308;0.85415;1.136;1.323889247;1.170754551;1.32997717;0.995422535;0.88028169;0.751892606;3.8069508310000004;4.3049;5.039981268;3.789524648
18.03.2019;0.881134902;0.754780157;1.0009692479999999;1.1349;0.8566;1.136;1.324889096;1.1674060240000002;1.326173243;0.99903169;0.88028169;0.7540492959999999;3.7870296939999997;4.2979;5.01739435;3.7833626760000003
19.03.2019;0.880436697;0.753195985;0.9995597820000001;1.1358;0.8554799999999999;1.1353;1.327675691;1.168934399;1.3270912240000001;1.0004404120000001;0.880824452;0.7535277020000001;3.7752245110000002;4.2879;5.012273811;3.7768871660000003
20.03.2019;0.880746873;0.759908402;0.998590805;1.1354;0.8628;1.1338;1.315948076;1.159017154;1.3140936490000001;1.001411184;0.881989769;0.760980773;3.772591157;4.2834;4.964534075;3.7779149760000004
21.03.2019;0.878194432;0.7609554759999999;0.993150083;1.1387;0.8665;1.1309;1.314137334;1.15406809;1.3051356029999999;1.006897162;0.884251481;0.7662039079999999;3.7592869060000003;4.2807;4.940219273;3.785215315
22.03.2019;0.884799151;0.75995399;0.994779685;1.1302;0.8589;1.1243;1.315869135;1.164279893;1.3089998840000001;1.00524771;0.88944232;0.763942008;3.796938595;4.2913;4.996274304;3.816863826
23.03.2019;0.884799151;0.75995399;0.994779685;1.1302;0.8589;1.1243;1.315869135;1.164279893;1.3089998840000001;1.00524771;0.88944232;0.763942008;3.796938595;4.2913;4.996274304;3.816863826
24.03.2019;0.884799151;0.75995399;0.994779685;1.1302;0.8589;1.1243;1.315869135;1.164279893;1.3089998840000001;1.00524771;0.88944232;0.763942008;3.796938595;4.2913;4.996274304;3.816863826
